Open Time,Open,High,Low,Close,Volume,Close Time,Quote Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,zero
1663495200000,19833.95000000,20043.61000000,19765.01000000,19916.48000000,16977.82838000,1663498799999,338141990.06710100,292207,8426.83434000,167844572.52712240,0
1663498800000,19915.39000000,19950.46000000,19878.33000000,19922.92000000,8024.29781000,1663502399999,159835232.61662970,149487,4022.01727000,80116567.92748320,0
1663502400000,19922.29000000,20029.81000000,19850.91000000,19989.29000000,10979.02635000,1663505999999,218959868.54564430,183566,5620.91043000,112119880.54242060,0
1663506000000,19988.92000000,20015.00000000,19938.77000000,19963.04000000,8362.72068000,1663509599999,167098065.55085230,166135,4101.28336000,81956776.05689410,0
1663509600000,19963.66000000,19967.08000000,19725.00000000,19810.95000000,14442.40212000,1663513199999,286814650.58264530,262312,6920.09264000,137423611.64674090,0
1663513200000,19810.95000000,19877.18000000,19772.92000000,19814.63000000,12102.57950000,1663516799999,239992121.63715550,201346,5883.31279000,116668447.55804040,0
1663516800000,19814.63000000,19879.44000000,19640.25000000,19746.54000000,19629.76214000,1663520399999,387491868.07108070,347453,9523.67162000,188010862.88406700,0
1663520400000,19744.94000000,19762.90000000,19607.26000000,19632.42000000,14246.52924000,1663523999999,280474066.01632650,279667,6891.48549000,135676862.71018710,0
1663524000000,19632.33000000,19719.85000000,19562.45000000,19635.80000000,13095.30902000,1663527599999,257302650.52367640,253953,6572.11035000,129127876.13734760,0
1663527600000,19635.80000000,19745.43000000,19600.00000000,19725.87000000,11844.55397000,1663531199999,233135651.82195450,187661,6064.35197000,119373937.38009130,0
1663531200000,19725.58000000,19753.95000000,19668.04000000,19722.36000000,9944.47720000,1663534799999,196129645.73006950,170161,4915.66622000,96952527.08379580,0
1663534800000,19722.36000000,19724.14000000,19401.09000000,19463.67000000,18310.38255000,1663538399999,357459120.95433890,323900,8800.25438000,171809707.70042200,0
1663538400000,19463.67000000,19482.38000000,19335.62000000,19446.88000000,14613.98729000,1663541999999,283529469.47985650,242591,7240.21136000,140473700.36406160,0
1663542000000,19446.88000000,19531.71000000,19376.96000000,19416.18000000,11376.67011000,1663545599999,221260117.37917720,186691,5448.22631000,105963760.15685430,0
1663545600000,19417.45000000,19518.17000000,19389.72000000,19458.20000000,9285.13628000,1663549199999,180608874.08535050,203806,4624.78514000,89961693.72837500,0
1663549200000,19458.62000000,19499.95000000,19395.18000000,19447.69000000,8209.97325000,1663552799999,159712713.62019260,155765,4121.88802000,80188159.01706900,0
1663552800000,19447.92000000,19479.21000000,18670.00000000,18765.15000000,24568.45353000,1663556399999,464863328.81401640,524416,11247.11721000,212637129.52133200,0
1663556400000,18766.39000000,18834.06000000,18700.00000000,18776.93000000,15710.21871000,1663559999999,294856416.06907370,253599,8017.86822000,150490791.49765360,0
